usec,speed,distance
18698361,0.250000,-42.207172
18708361,0.250000,-40.990131
18718361,0.250000,-39.671673
18728361,0.250000,-38.454632
18738362,0.250000,-37.237591
18748362,0.250000,-35.966373
18758363,0.250000,-34.698624
18768366,0.250000,-33.434345
18778368,0.250000,-32.220634
18788370,0.250000,-30.952883
18798396,0.250000,-29.688602
18808396,0.250000,-28.427795
18818397,0.250000,-27.217421
18828397,0.250000,-25.953140
18838398,0.250000,-24.692333
18848398,0.250000,-23.428053
18858402,0.250000,-22.214342
18868402,0.250000,-20.946590
18878402,0.250000,-19.682308
18888414,0.250000,-18.468597
18898414,0.250000,-17.207790
18908414,0.250000,-15.997415
18918452,0.250000,-14.733133
18928454,0.250000,-13.472325
18938457,0.250000,-12.261950
18948462,0.250000,-10.997667
18958463,0.250000,-9.736859
18968463,0.250000,-8.526484
18978505,0.250000,-7.262201
18988510,0.250000,-6.048491
18998512,0.250000,-4.787682
19008543,0.250000,-3.577306
19018543,0.250000,-2.313024
19028544,0.250000,-1.052215
19038552,0.250000,0.158162
19048554,0.250000,1.368539
19058560,0.250000,2.625871
19068565,0.250000,3.886680
19078595,0.250000,5.097057
19088596,0.250000,6.408298
19098597,0.250000,7.618675
19108597,0.250000,8.876008
19118614,0.250000,10.136818
19128619,0.250000,11.401101
19138642,0.250000,12.661911
19148653,0.250000,13.872289
19158653,0.250000,15.136572
19168655,0.250000,16.397383
19178658,0.250000,17.607759
19188658,0.250000,18.818136
19198659,0.250000,20.082420
19208659,0.250000,21.343231
19218659,0.250000,22.553610
19228660,0.250000,23.810944
19238660,0.250000,25.071754
19248666,0.250000,26.382998
19258666,0.250000,27.593376
19268697,0.250000,28.803755
19278700,0.250000,30.061089
19288700,0.250000,31.321899
19298700,0.250000,32.532276
19308701,0.250000,33.789612
19318702,0.250000,35.050423
19328703,0.250000,36.260803
19338752,0.250000,37.518139
19348758,0.250000,38.725182
19358758,0.250000,39.932224
19368758,0.250000,41.239853
19378759,0.250000,42.393398
19388759,0.250000,43.650734
19398806,0.250000,44.857777
19408819,0.250000,46.165405
19418843,0.250000,47.372448
19428857,0.250000,48.579491
19438858,0.250000,49.840302
19448858,0.250000,51.097637
19458859,0.250000,52.358448
19468859,0.250000,53.615784
19478860,0.250000,54.876595
19488864,0.250000,56.086975
19498865,0.250000,57.398220
19508866,0.250000,58.561363
19518897,0.250000,59.822174
19528898,0.250000,61.079510
19538898,0.250000,62.286552
19548906,0.250000,63.547363
19558914,0.250000,64.858612
19568915,0.250000,66.115952
19578938,0.250000,67.322990
19588941,0.250000,68.583801
19598941,0.250000,69.841141
19608954,0.250000,71.101952
19618957,0.250000,72.359291
19628958,0.250000,73.566338
19638959,0.250000,74.827148
19648966,0.250000,76.037529
19658966,0.250000,77.348778
19668966,0.250000,78.606117
19678970,0.250000,79.766068
19688971,0.250000,81.023407
19699015,0.250000,82.230453
19709015,0.250000,83.491264
19719015,0.250000,84.748604
19729015,0.250000,85.955650
19739015,0.250000,87.162697
19749016,0.250000,88.416557
19759017,0.250000,89.673897
19769017,0.250000,90.880943
19779018,0.250000,92.134804
19789045,0.250000,93.338509
19799046,0.250000,94.595848
19809046,0.250000,95.849709
19819052,0.250000,97.107048
19829053,0.250000,98.314095
19839054,0.250000,99.567955
19849065,0.250000,100.825294
19859066,0.250000,102.132927
19869069,0.250000,103.339973
19879105,0.250000,104.593834
19889111,0.250000,105.797539
19899113,0.250000,107.101555
19909117,0.250000,108.305260
19919117,0.250000,109.562599
19929118,0.250000,110.769646
19939151,0.250000,112.023506
19949158,0.250000,113.327522
19959158,0.250000,114.531227
19969165,0.250000,115.788567
19979307,0.250000,116.995613
19989313,0.250000,118.303246
19999319,0.250000,119.510292
